Location Type,Incident Hour of Day,Incident Month,Offense Attempted or Completed,Number of Crimes,Year,Offense Type,Estimated Population,"Crime Rate (per 1,000)","Crime Rate (per 100,000)","Offense Rate (per 1,000)","Offense Rate (per 100,000)","Incident Rate (per 1,000)","Incident Rate (per 100,000)"
Commercial,Night,December,Completed,129,2014,burglary,5365830,0.02,2.4,0.02,2.4,0.02,2.4
Commercial,Night,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Night,December,Completed,37,2014,burglary,5365830,0.01,0.69,0.01,0.69,0.01,0.69
Commercial,Day,January,Attempted,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Commercial,Day,January,Completed,96,2014,burglary,5365830,0.02,1.79,0.02,1.79,0.02,1.79
Commercial,Day,January,Attempted,0,2014,burglary,5365830,,,,,,
Commercial,Day,January,Completed,46,2014,burglary,5365830,0.01,0.86,0.01,0.86,0.01,0.86
Commercial,Day,February,Attempted,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Commercial,Day,February,Completed,82,2014,burglary,5365830,0.02,1.53,0.02,1.53,0.02,1.53
Commercial,Day,February,Attempted,0,2014,burglary,5365830,,,,,,
Commercial,Day,February,Completed,50,2014,burglary,5365830,0.01,0.93,0.01,0.93,0.01,0.93
Commercial,Day,March,Attempted,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Commercial,Day,March,Completed,82,2014,burglary,5365830,0.02,1.53,0.02,1.53,0.02,1.53
Commercial,Day,March,Attempted,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Commercial,Day,March,Completed,56,2014,burglary,5365830,0.01,1.04,0.01,1.04,0.01,1.04
Commercial,Day,April,Attempted,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Commercial,Day,April,Completed,76,2014,burglary,5365830,0.01,1.42,0.01,1.42,0.01,1.42
Commercial,Day,April,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Day,April,Completed,45,2014,burglary,5365830,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Day,May,Attempted,12,2014,burglary,5365830,0,0.22,0,0.22,0,0.22
Commercial,Day,May,Completed,98,2014,burglary,5365830,0.02,1.83,0.02,1.83,0.02,1.83
Commercial,Day,May,Attempted,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Commercial,Day,May,Completed,48,2014,burglary,5365830,0.01,0.89,0.01,0.89,0.01,0.89
Commercial,Day,June,Attempted,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Commercial,Day,June,Completed,94,2014,burglary,5365830,0.02,1.75,0.02,1.75,0.02,1.75
Commercial,Day,June,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Day,June,Completed,48,2014,burglary,5365830,0.01,0.89,0.01,0.89,0.01,0.89
Commercial,Day,July,Attempted,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Commercial,Day,July,Completed,115,2014,burglary,5365830,0.02,2.14,0.02,2.14,0.02,2.14
Commercial,Day,July,Attempted,0,2014,burglary,5365830,,,,,,
Commercial,Day,July,Completed,60,2014,burglary,5365830,0.01,1.12,0.01,1.12,0.01,1.12
Commercial,Day,August,Attempted,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Commercial,Day,August,Completed,87,2014,burglary,5365830,0.02,1.62,0.02,1.62,0.02,1.62
Commercial,Day,August,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Day,August,Completed,57,2014,burglary,5365830,0.01,1.06,0.01,1.06,0.01,1.06
Commercial,Day,September,Attempted,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Commercial,Day,September,Completed,140,2014,burglary,5365830,0.03,2.61,0.03,2.61,0.03,2.61
Commercial,Day,September,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Day,September,Completed,55,2014,burglary,5365830,0.01,1.03,0.01,1.03,0.01,1.03
Commercial,Day,October,Attempted,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Commercial,Day,October,Completed,125,2014,burglary,5365830,0.02,2.33,0.02,2.33,0.02,2.33
Commercial,Day,October,Attempted,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Commercial,Day,October,Completed,44,2014,burglary,5365830,0.01,0.82,0.01,0.82,0.01,0.82
Commercial,Day,November,Attempted,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Commercial,Day,November,Completed,122,2014,burglary,5365830,0.02,2.27,0.02,2.27,0.02,2.27
Commercial,Day,November,Attempted,0,2014,burglary,5365830,,,,,,
Commercial,Day,November,Completed,50,2014,burglary,5365830,0.01,0.93,0.01,0.93,0.01,0.93
Commercial,Day,December,Attempted,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Commercial,Day,December,Completed,95,2014,burglary,5365830,0.02,1.77,0.02,1.77,0.02,1.77
Commercial,Day,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Commercial,Day,December,Completed,41,2014,burglary,5365830,0.01,0.76,0.01,0.76,0.01,0.76
Educational Facility,Night,January,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,January,Completed,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Educational Facility,Night,January,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,January,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Night,February,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Night,February,Completed,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Educational Facility,Night,February,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,February,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Night,March,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Night,March,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Night,March,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Educational Facility,Night,March,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Educational Facility,Night,April,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,April,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Night,April,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,April,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Educational Facility,Night,May,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,May,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Night,May,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,May,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Night,June,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,June,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Night,June,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,June,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Night,July,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Night,July,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Night,July,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,July,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Educational Facility,Night,August,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,August,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Night,August,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,August,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Educational Facility,Night,September,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,September,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Night,September,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,September,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Night,October,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Night,October,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Night,October,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,October,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Educational Facility,Night,November,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,November,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Night,November,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,November,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Educational Facility,Night,December,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,December,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Educational Facility,Night,December,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Night,December,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Day,January,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,January,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Day,January,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,January,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Day,February,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,February,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Day,February,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,February,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,March,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,March,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Day,March,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,March,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Day,April,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,April,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Day,April,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,April,Completed,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Educational Facility,Day,May,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,May,Completed,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Educational Facility,Day,May,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,May,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Educational Facility,Day,June,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,June,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Educational Facility,Day,June,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,June,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Day,July,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,July,Completed,15,2014,burglary,5365830,0,0.28,0,0.28,0,0.28
Educational Facility,Day,July,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,July,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Educational Facility,Day,August,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,August,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Day,August,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,August,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Day,September,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,September,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Educational Facility,Day,September,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,September,Completed,16,2014,burglary,5365830,0,0.3,0,0.3,0,0.3
Educational Facility,Day,October,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,October,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Educational Facility,Day,October,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,October,Completed,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Educational Facility,Day,November,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,November,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Educational Facility,Day,November,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,November,Completed,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Educational Facility,Day,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Educational Facility,Day,December,Completed,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Educational Facility,Day,December,Attempted,0,2014,burglary,5365830,,,,,,
Educational Facility,Day,December,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,January,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,January,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Government/Public Building and other,Night,January,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,January,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,February,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,February,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Night,February,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,February,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Government/Public Building and other,Night,March,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,March,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,March,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,March,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,April,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,April,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Night,April,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,April,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,May,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,May,Completed,9,2014,burglary,5365830,0,0.17,0,0.17,0,0.17
Government/Public Building and other,Night,May,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,May,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,June,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,June,Completed,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Government/Public Building and other,Night,June,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,June,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Government/Public Building and other,Night,July,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,July,Completed,12,2014,burglary,5365830,0,0.22,0,0.22,0,0.22
Government/Public Building and other,Night,July,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,July,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,August,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,August,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Government/Public Building and other,Night,August,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,August,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,September,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,September,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Government/Public Building and other,Night,September,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,September,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,October,Attempted,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Government/Public Building and other,Night,October,Completed,9,2014,burglary,5365830,0,0.17,0,0.17,0,0.17
Government/Public Building and other,Night,October,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,October,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,November,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,November,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Night,November,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Night,November,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,December,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Government/Public Building and other,Night,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,December,Completed,3,2014,burglary,5365830,0,0.06,0,0.06,0,0.06
Government/Public Building and other,Day,January,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,January,Completed,11,2014,burglary,5365830,0,0.21,0,0.21,0,0.21
Government/Public Building and other,Day,January,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,January,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Day,February,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,February,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Government/Public Building and other,Day,February,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,February,Completed,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Government/Public Building and other,Day,March,Attempted,4,2014,burglary,5365830,0,0.07,0,0.07,0,0.07
Government/Public Building and other,Day,March,Completed,7,2014,burglary,5365830,0,0.13,0,0.13,0,0.13
Government/Public Building and other,Day,March,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,March,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,April,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,April,Completed,17,2014,burglary,5365830,0,0.32,0,0.32,0,0.32
Government/Public Building and other,Day,April,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,April,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Day,May,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,May,Completed,12,2014,burglary,5365830,0,0.22,0,0.22,0,0.22
Government/Public Building and other,Day,May,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,May,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Day,June,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,June,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,June,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,June,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Day,July,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,July,Completed,9,2014,burglary,5365830,0,0.17,0,0.17,0,0.17
Government/Public Building and other,Day,July,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,July,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Day,August,Attempted,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,August,Completed,6,2014,burglary,5365830,0,0.11,0,0.11,0,0.11
Government/Public Building and other,Day,August,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,August,Completed,10,2014,burglary,5365830,0,0.19,0,0.19,0,0.19
Government/Public Building and other,Day,September,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,September,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,September,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,September,Completed,5,2014,burglary,5365830,0,0.09,0,0.09,0,0.09
Government/Public Building and other,Day,October,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,October,Completed,15,2014,burglary,5365830,0,0.28,0,0.28,0,0.28
Government/Public Building and other,Day,October,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,October,Completed,2,2014,burglary,5365830,0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,November,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,November,Completed,8,2014,burglary,5365830,0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,November,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,November,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,December,Attempted,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,December,Completed,13,2014,burglary,5365830,0,0.24,0,0.24,0,0.24
Government/Public Building and other,Day,December,Attempted,0,2014,burglary,5365830,,,,,,
Government/Public Building and other,Day,December,Completed,1,2014,burglary,5365830,0,0.02,0,0.02,0,0.02
Residence/Home,Night,January,Attempted,22,2013,burglary,5271902,0,0.42,0,0.42,0,0.42
Residence/Home,Night,January,Completed,191,2013,burglary,5271902,0.04,3.62,0.04,3.62,0.04,3.62
Residence/Home,Night,January,Attempted,15,2013,burglary,5271902,0,0.28,0,0.28,0,0.28
Residence/Home,Night,January,Completed,198,2013,burglary,5271902,0.04,3.76,0.04,3.76,0.04,3.76
Residence/Home,Night,February,Attempted,18,2013,burglary,5271902,0,0.34,0,0.34,0,0.34
Residence/Home,Night,February,Completed,127,2013,burglary,5271902,0.02,2.41,0.02,2.41,0.02,2.41
Residence/Home,Night,February,Attempted,7,2013,burglary,5271902,0,0.13,0,0.13,0,0.13
Residence/Home,Night,February,Completed,166,2013,burglary,5271902,0.03,3.15,0.03,3.15,0.03,3.15
Residence/Home,Night,March,Attempted,24,2013,burglary,5271902,0,0.46,0,0.46,0,0.46
Residence/Home,Night,March,Completed,159,2013,burglary,5271902,0.03,3.02,0.03,3.02,0.03,3.02
Residence/Home,Night,March,Attempted,11,2013,burglary,5271902,0,0.21,0,0.21,0,0.21
Residence/Home,Night,March,Completed,205,2013,burglary,5271902,0.04,3.89,0.04,3.89,0.04,3.89
Residence/Home,Night,April,Attempted,24,2013,burglary,5271902,0,0.46,0,0.46,0,0.46
Residence/Home,Night,April,Completed,177,2013,burglary,5271902,0.03,3.36,0.03,3.36,0.03,3.36
Residence/Home,Night,April,Attempted,6,2013,burglary,5271902,0,0.11,0,0.11,0,0.11
Residence/Home,Night,April,Completed,203,2013,burglary,5271902,0.04,3.85,0.04,3.85,0.04,3.85
Residence/Home,Night,May,Attempted,29,2013,burglary,5271902,0.01,0.55,0.01,0.55,0.01,0.55
Residence/Home,Night,May,Completed,175,2013,burglary,5271902,0.03,3.32,0.03,3.32,0.03,3.32
Residence/Home,Night,May,Attempted,16,2013,burglary,5271902,0,0.3,0,0.3,0,0.3
Residence/Home,Night,May,Completed,233,2013,burglary,5271902,0.04,4.42,0.04,4.42,0.04,4.42
Residence/Home,Night,June,Attempted,26,2013,burglary,5271902,0,0.49,0,0.49,0,0.49
Residence/Home,Night,June,Completed,201,2013,burglary,5271902,0.04,3.81,0.04,3.81,0.04,3.81
Residence/Home,Night,June,Attempted,7,2013,burglary,5271902,0,0.13,0,0.13,0,0.13
Residence/Home,Night,June,Completed,314,2013,burglary,5271902,0.06,5.96,0.06,5.96,0.06,5.96
Residence/Home,Night,July,Attempted,46,2013,burglary,5271902,0.01,0.87,0.01,0.87,0.01,0.87
Residence/Home,Night,July,Completed,205,2013,burglary,5271902,0.04,3.89,0.04,3.89,0.04,3.89
Residence/Home,Night,July,Attempted,14,2013,burglary,5271902,0,0.27,0,0.27,0,0.27
Residence/Home,Night,July,Completed,321,2013,burglary,5271902,0.06,6.09,0.06,6.09,0.06,6.09
Residence/Home,Night,August,Attempted,46,2013,burglary,5271902,0.01,0.87,0.01,0.87,0.01,0.87
Residence/Home,Night,August,Completed,206,2013,burglary,5271902,0.04,3.91,0.04,3.91,0.04,3.91
Residence/Home,Night,August,Attempted,12,2013,burglary,5271902,0,0.23,0,0.23,0,0.23
Residence/Home,Night,August,Completed,276,2013,burglary,5271902,0.05,5.24,0.05,5.24,0.05,5.24
Residence/Home,Night,September,Attempted,25,2013,burglary,5271902,0,0.47,0,0.47,0,0.47
Residence/Home,Night,September,Completed,186,2013,burglary,5271902,0.04,3.53,0.04,3.53,0.04,3.53
Residence/Home,Night,September,Attempted,9,2013,burglary,5271902,0,0.17,0,0.17,0,0.17
Residence/Home,Night,September,Completed,252,2013,burglary,5271902,0.05,4.78,0.05,4.78,0.05,4.78
Residence/Home,Night,October,Attempted,15,2013,burglary,5271902,0,0.28,0,0.28,0,0.28
Residence/Home,Night,October,Completed,133,2013,burglary,5271902,0.03,2.52,0.03,2.52,0.03,2.52
Residence/Home,Night,October,Attempted,11,2013,burglary,5271902,0,0.21,0,0.21,0,0.21
Residence/Home,Night,October,Completed,246,2013,burglary,5271902,0.05,4.67,0.05,4.67,0.05,4.67
Residence/Home,Night,November,Attempted,27,2013,burglary,5271902,0.01,0.51,0.01,0.51,0.01,0.51
Residence/Home,Night,November,Completed,171,2013,burglary,5271902,0.03,3.24,0.03,3.24,0.03,3.24
Residence/Home,Night,November,Attempted,7,2013,burglary,5271902,0,0.13,0,0.13,0,0.13
Residence/Home,Night,November,Completed,171,2013,burglary,5271902,0.03,3.24,0.03,3.24,0.03,3.24
Residence/Home,Night,December,Attempted,22,2013,burglary,5271902,0,0.42,0,0.42,0,0.42
Residence/Home,Night,December,Completed,165,2013,burglary,5271902,0.03,3.13,0.03,3.13,0.03,3.13
Residence/Home,Night,December,Attempted,8,2013,burglary,5271902,0,0.15,0,0.15,0,0.15
Residence/Home,Night,December,Completed,172,2013,burglary,5271902,0.03,3.26,0.03,3.26,0.03,3.26
Residence/Home,Day,January,Attempted,78,2013,burglary,5271902,0.01,1.48,0.01,1.48,0.01,1.48
Residence/Home,Day,January,Completed,487,2013,burglary,5271902,0.09,9.24,0.09,9.24,0.09,9.24
Residence/Home,Day,January,Attempted,11,2013,burglary,5271902,0,0.21,0,0.21,0,0.21
Residence/Home,Day,January,Completed,405,2013,burglary,5271902,0.08,7.68,0.08,7.68,0.08,7.68
Residence/Home,Day,February,Attempted,37,2013,burglary,5271902,0.01,0.7,0.01,0.7,0.01,0.7
Residence/Home,Day,February,Completed,393,2013,burglary,5271902,0.07,7.45,0.07,7.45,0.07,7.45
