Location Type,Incident Hour of Day,Incident Month,Offense Attempted or Completed,Number of Crimes,Year,Offense Type,Estimated Population,"Crime Rate (per 1,000)","Crime Rate (per 100,000)","Offense Rate (per 1,000)","Offense Rate (per 100,000)","Incident Rate (per 1,000)","Incident Rate (per 100,000)"
Residence/Home,Night,January,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,January,Completed,15,2015,robbery,"5,468,388",0,0.27,0,0.27,0,0.27
Residence/Home,Night,February,Attempted,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Residence/Home,Night,February,Completed,12,2015,robbery,"5,468,388",0,0.22,0,0.22,0,0.22
Residence/Home,Night,March,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,March,Completed,15,2015,robbery,"5,468,388",0,0.27,0,0.27,0,0.27
Residence/Home,Night,April,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,April,Completed,22,2015,robbery,"5,468,388",0,0.4,0,0.4,0,0.4
Residence/Home,Night,May,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,May,Completed,22,2015,robbery,"5,468,388",0,0.4,0,0.4,0,0.4
Residence/Home,Night,June,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Residence/Home,Night,June,Completed,15,2015,robbery,"5,468,388",0,0.27,0,0.27,0,0.27
Residence/Home,Night,July,Attempted,7,2015,robbery,"5,468,388",0,0.13,0,0.13,0,0.13
Residence/Home,Night,July,Completed,26,2015,robbery,"5,468,388",0,0.48,0,0.48,0,0.48
Residence/Home,Night,August,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,August,Completed,18,2015,robbery,"5,468,388",0,0.33,0,0.33,0,0.33
Residence/Home,Night,September,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Residence/Home,Night,September,Completed,11,2015,robbery,"5,468,388",0,0.2,0,0.2,0,0.2
Residence/Home,Night,October,Attempted,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Residence/Home,Night,October,Completed,21,2015,robbery,"5,468,388",0,0.38,0,0.38,0,0.38
Residence/Home,Night,November,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Residence/Home,Night,November,Completed,14,2015,robbery,"5,468,388",0,0.26,0,0.26,0,0.26
Residence/Home,Night,December,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Residence/Home,Night,December,Completed,32,2015,robbery,"5,468,388",0.01,0.59,0.01,0.59,0.01,0.59
Residence/Home,Day,January,Attempted,0,2015,robbery,"5,468,388",,,,,,
Residence/Home,Day,January,Completed,24,2015,robbery,"5,468,388",0,0.44,0,0.44,0,0.44
Residence/Home,Day,February,Attempted,0,2015,robbery,"5,468,388",,,,,,
Residence/Home,Day,February,Completed,9,2015,robbery,"5,468,388",0,0.16,0,0.16,0,0.16
Residence/Home,Day,March,Attempted,0,2015,robbery,"5,468,388",,,,,,
Residence/Home,Day,March,Completed,8,2015,robbery,"5,468,388",0,0.15,0,0.15,0,0.15
Residence/Home,Day,April,Attempted,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Residence/Home,Day,April,Completed,12,2015,robbery,"5,468,388",0,0.22,0,0.22,0,0.22
Residence/Home,Day,May,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Residence/Home,Day,May,Completed,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Residence/Home,Day,June,Attempted,0,2015,robbery,"5,468,388",,,,,,
Residence/Home,Day,June,Completed,7,2015,robbery,"5,468,388",0,0.13,0,0.13,0,0.13
Residence/Home,Day,July,Attempted,0,2015,robbery,"5,468,388",,,,,,
Residence/Home,Day,July,Completed,8,2015,robbery,"5,468,388",0,0.15,0,0.15,0,0.15
Residence/Home,Day,August,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Day,August,Completed,11,2015,robbery,"5,468,388",0,0.2,0,0.2,0,0.2
Residence/Home,Day,September,Attempted,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Residence/Home,Day,September,Completed,11,2015,robbery,"5,468,388",0,0.2,0,0.2,0,0.2
Residence/Home,Day,October,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Residence/Home,Day,October,Completed,20,2015,robbery,"5,468,388",0,0.37,0,0.37,0,0.37
Residence/Home,Day,November,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Residence/Home,Day,November,Completed,16,2015,robbery,"5,468,388",0,0.29,0,0.29,0,0.29
Residence/Home,Day,December,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Day,December,Completed,14,2015,robbery,"5,468,388",0,0.26,0,0.26,0,0.26
Commercial,Night,January,Attempted,7,2015,robbery,"5,468,388",0,0.13,0,0.13,0,0.13
Commercial,Night,January,Completed,67,2015,robbery,"5,468,388",0.01,1.23,0.01,1.23,0.01,1.23
Commercial,Night,February,Attempted,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Commercial,Night,February,Completed,27,2015,robbery,"5,468,388",0,0.49,0,0.49,0,0.49
Commercial,Night,March,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Commercial,Night,March,Completed,38,2015,robbery,"5,468,388",0.01,0.69,0.01,0.69,0.01,0.69
Commercial,Night,April,Attempted,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Commercial,Night,April,Completed,35,2015,robbery,"5,468,388",0.01,0.64,0.01,0.64,0.01,0.64
Commercial,Night,May,Attempted,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Commercial,Night,May,Completed,49,2015,robbery,"5,468,388",0.01,0.9,0.01,0.9,0.01,0.9
Commercial,Night,June,Attempted,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Commercial,Night,June,Completed,41,2015,robbery,"5,468,388",0.01,0.75,0.01,0.75,0.01,0.75
Commercial,Night,July,Attempted,10,2015,robbery,"5,468,388",0,0.18,0,0.18,0,0.18
Commercial,Night,July,Completed,43,2015,robbery,"5,468,388",0.01,0.79,0.01,0.79,0.01,0.79
Commercial,Night,August,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Commercial,Night,August,Completed,49,2015,robbery,"5,468,388",0.01,0.9,0.01,0.9,0.01,0.9
Commercial,Night,September,Attempted,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Commercial,Night,September,Completed,38,2015,robbery,"5,468,388",0.01,0.69,0.01,0.69,0.01,0.69
Commercial,Night,October,Attempted,9,2015,robbery,"5,468,388",0,0.16,0,0.16,0,0.16
Commercial,Night,October,Completed,59,2015,robbery,"5,468,388",0.01,1.08,0.01,1.08,0.01,1.08
Commercial,Night,November,Attempted,7,2015,robbery,"5,468,388",0,0.13,0,0.13,0,0.13
Commercial,Night,November,Completed,60,2015,robbery,"5,468,388",0.01,1.1,0.01,1.1,0.01,1.1
Commercial,Night,December,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Commercial,Night,December,Completed,57,2015,robbery,"5,468,388",0.01,1.04,0.01,1.04,0.01,1.04
Commercial,Day,January,Attempted,9,2015,robbery,"5,468,388",0,0.16,0,0.16,0,0.16
Commercial,Day,January,Completed,43,2015,robbery,"5,468,388",0.01,0.79,0.01,0.79,0.01,0.79
Commercial,Day,February,Attempted,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Commercial,Day,February,Completed,22,2015,robbery,"5,468,388",0,0.4,0,0.4,0,0.4
Commercial,Day,March,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Commercial,Day,March,Completed,48,2015,robbery,"5,468,388",0.01,0.88,0.01,0.88,0.01,0.88
Commercial,Day,April,Attempted,9,2015,robbery,"5,468,388",0,0.16,0,0.16,0,0.16
Commercial,Day,April,Completed,31,2015,robbery,"5,468,388",0.01,0.57,0.01,0.57,0.01,0.57
Commercial,Day,May,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Commercial,Day,May,Completed,52,2015,robbery,"5,468,388",0.01,0.95,0.01,0.95,0.01,0.95
Commercial,Day,June,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Commercial,Day,June,Completed,48,2015,robbery,"5,468,388",0.01,0.88,0.01,0.88,0.01,0.88
Commercial,Day,July,Attempted,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Commercial,Day,July,Completed,34,2015,robbery,"5,468,388",0.01,0.62,0.01,0.62,0.01,0.62
Commercial,Day,August,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Commercial,Day,August,Completed,36,2015,robbery,"5,468,388",0.01,0.66,0.01,0.66,0.01,0.66
Commercial,Day,September,Attempted,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Commercial,Day,September,Completed,35,2015,robbery,"5,468,388",0.01,0.64,0.01,0.64,0.01,0.64
Commercial,Day,October,Attempted,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Commercial,Day,October,Completed,55,2015,robbery,"5,468,388",0.01,1.01,0.01,1.01,0.01,1.01
Commercial,Day,November,Attempted,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Commercial,Day,November,Completed,49,2015,robbery,"5,468,388",0.01,0.9,0.01,0.9,0.01,0.9
Commercial,Day,December,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Commercial,Day,December,Completed,46,2015,robbery,"5,468,388",0.01,0.84,0.01,0.84,0.01,0.84
Educational Facility,Night,January,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,January,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,February,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,February,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,March,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,March,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Night,April,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,April,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,May,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,May,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,June,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,June,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,July,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,July,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Night,August,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,August,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,September,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,September,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,October,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,October,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,November,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Night,November,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Night,December,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Night,December,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,January,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,January,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Educational Facility,Day,February,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,February,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,March,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,March,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,April,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,April,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Day,May,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,May,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,June,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,June,Completed,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Educational Facility,Day,July,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,July,Completed,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,August,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,August,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Day,September,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,September,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Day,October,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Day,October,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Educational Facility,Day,November,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,November,Completed,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Educational Facility,Day,December,Attempted,0,2015,robbery,"5,468,388",,,,,,
Educational Facility,Day,December,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,January,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,January,Completed,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Government/Public Building and other,Night,February,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,February,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,March,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,March,Completed,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Government/Public Building and other,Night,April,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,April,Completed,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,May,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,May,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Night,June,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,June,Completed,8,2015,robbery,"5,468,388",0,0.15,0,0.15,0,0.15
Government/Public Building and other,Night,July,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,July,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Night,August,Attempted,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Government/Public Building and other,Night,August,Completed,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Government/Public Building and other,Night,September,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Night,September,Completed,6,2015,robbery,"5,468,388",0,0.11,0,0.11,0,0.11
Government/Public Building and other,Night,October,Attempted,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Night,October,Completed,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Government/Public Building and other,Night,November,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,November,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Night,December,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Night,December,Completed,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,January,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,January,Completed,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Government/Public Building and other,Day,February,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,February,Completed,4,2015,robbery,"5,468,388",0,0.07,0,0.07,0,0.07
Government/Public Building and other,Day,March,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,March,Completed,2,2015,robbery,"5,468,388",0,0.04,0,0.04,0,0.04
Government/Public Building and other,Day,April,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,April,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Day,May,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,May,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,June,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,June,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Day,July,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,July,Completed,8,2015,robbery,"5,468,388",0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,August,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,August,Completed,7,2015,robbery,"5,468,388",0,0.13,0,0.13,0,0.13
Government/Public Building and other,Day,September,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,September,Completed,8,2015,robbery,"5,468,388",0,0.15,0,0.15,0,0.15
Government/Public Building and other,Day,October,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,October,Completed,3,2015,robbery,"5,468,388",0,0.05,0,0.05,0,0.05
Government/Public Building and other,Day,November,Attempted,0,2015,robbery,"5,468,388",,,,,,
Government/Public Building and other,Day,November,Completed,5,2015,robbery,"5,468,388",0,0.09,0,0.09,0,0.09
Government/Public Building and other,Day,December,Attempted,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Government/Public Building and other,Day,December,Completed,1,2015,robbery,"5,468,388",0,0.02,0,0.02,0,0.02
Residence/Home,Night,January,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Night,January,Completed,26,2016,robbery,5467521,0,0.48,0,0.48,0,0.48
Residence/Home,Night,February,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Night,February,Completed,15,2016,robbery,5467521,0,0.27,0,0.27,0,0.27
Residence/Home,Night,March,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Night,March,Completed,22,2016,robbery,5467521,0,0.4,0,0.4,0,0.4
Residence/Home,Night,April,Attempted,4,2016,robbery,5467521,0,0.07,0,0.07,0,0.07
Residence/Home,Night,April,Completed,14,2016,robbery,5467521,0,0.26,0,0.26,0,0.26
Residence/Home,Night,May,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Residence/Home,Night,May,Completed,22,2016,robbery,5467521,0,0.4,0,0.4,0,0.4
Residence/Home,Night,June,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Residence/Home,Night,June,Completed,21,2016,robbery,5467521,0,0.38,0,0.38,0,0.38
Residence/Home,Night,July,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Night,July,Completed,17,2016,robbery,5467521,0,0.31,0,0.31,0,0.31
Residence/Home,Night,August,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Residence/Home,Night,August,Completed,16,2016,robbery,5467521,0,0.29,0,0.29,0,0.29
Residence/Home,Night,September,Attempted,5,2016,robbery,5467521,0,0.09,0,0.09,0,0.09
Residence/Home,Night,September,Completed,17,2016,robbery,5467521,0,0.31,0,0.31,0,0.31
Residence/Home,Night,October,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Night,October,Completed,25,2016,robbery,5467521,0,0.46,0,0.46,0,0.46
Residence/Home,Night,November,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Night,November,Completed,15,2016,robbery,5467521,0,0.27,0,0.27,0,0.27
Residence/Home,Night,December,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Night,December,Completed,27,2016,robbery,5467521,0,0.49,0,0.49,0,0.49
Residence/Home,Day,January,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Day,January,Completed,16,2016,robbery,5467521,0,0.29,0,0.29,0,0.29
Residence/Home,Day,February,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Day,February,Completed,9,2016,robbery,5467521,0,0.16,0,0.16,0,0.16
Residence/Home,Day,March,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Residence/Home,Day,March,Completed,13,2016,robbery,5467521,0,0.24,0,0.24,0,0.24
Residence/Home,Day,April,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Residence/Home,Day,April,Completed,16,2016,robbery,5467521,0,0.29,0,0.29,0,0.29
Residence/Home,Day,May,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Day,May,Completed,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Residence/Home,Day,June,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Residence/Home,Day,June,Completed,14,2016,robbery,5467521,0,0.26,0,0.26,0,0.26
Residence/Home,Day,July,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Day,July,Completed,13,2016,robbery,5467521,0,0.24,0,0.24,0,0.24
Residence/Home,Day,August,Attempted,0,2016,robbery,5467521,,,,,,
Residence/Home,Day,August,Completed,16,2016,robbery,5467521,0,0.29,0,0.29,0,0.29
Residence/Home,Day,September,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Residence/Home,Day,September,Completed,14,2016,robbery,5467521,0,0.26,0,0.26,0,0.26
Residence/Home,Day,October,Attempted,3,2016,robbery,5467521,0,0.05,0,0.05,0,0.05
Residence/Home,Day,October,Completed,12,2016,robbery,5467521,0,0.22,0,0.22,0,0.22
Residence/Home,Day,November,Attempted,3,2016,robbery,5467521,0,0.05,0,0.05,0,0.05
Residence/Home,Day,November,Completed,8,2016,robbery,5467521,0,0.15,0,0.15,0,0.15
Residence/Home,Day,December,Attempted,3,2016,robbery,5467521,0,0.05,0,0.05,0,0.05
Residence/Home,Day,December,Completed,17,2016,robbery,5467521,0,0.31,0,0.31,0,0.31
Commercial,Night,January,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Commercial,Night,January,Completed,65,2016,robbery,5467521,0.01,1.19,0.01,1.19,0.01,1.19
Commercial,Night,February,Attempted,9,2016,robbery,5467521,0,0.16,0,0.16,0,0.16
Commercial,Night,February,Completed,54,2016,robbery,5467521,0.01,0.99,0.01,0.99,0.01,0.99
Commercial,Night,March,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,March,Completed,59,2016,robbery,5467521,0.01,1.08,0.01,1.08,0.01,1.08
Commercial,Night,April,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,April,Completed,38,2016,robbery,5467521,0.01,0.7,0.01,0.7,0.01,0.7
Commercial,Night,May,Attempted,5,2016,robbery,5467521,0,0.09,0,0.09,0,0.09
Commercial,Night,May,Completed,49,2016,robbery,5467521,0.01,0.9,0.01,0.9,0.01,0.9
Commercial,Night,June,Attempted,4,2016,robbery,5467521,0,0.07,0,0.07,0,0.07
Commercial,Night,June,Completed,53,2016,robbery,5467521,0.01,0.97,0.01,0.97,0.01,0.97
Commercial,Night,July,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,July,Completed,69,2016,robbery,5467521,0.01,1.26,0.01,1.26,0.01,1.26
Commercial,Night,August,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,August,Completed,43,2016,robbery,5467521,0.01,0.79,0.01,0.79,0.01,0.79
Commercial,Night,September,Attempted,6,2016,robbery,5467521,0,0.11,0,0.11,0,0.11
Commercial,Night,September,Completed,46,2016,robbery,5467521,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Night,October,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,October,Completed,48,2016,robbery,5467521,0.01,0.88,0.01,0.88,0.01,0.88
Commercial,Night,November,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Night,November,Completed,62,2016,robbery,5467521,0.01,1.13,0.01,1.13,0.01,1.13
Commercial,Night,December,Attempted,5,2016,robbery,5467521,0,0.09,0,0.09,0,0.09
Commercial,Night,December,Completed,64,2016,robbery,5467521,0.01,1.17,0.01,1.17,0.01,1.17
Commercial,Day,January,Attempted,6,2016,robbery,5467521,0,0.11,0,0.11,0,0.11
Commercial,Day,January,Completed,42,2016,robbery,5467521,0.01,0.77,0.01,0.77,0.01,0.77
Commercial,Day,February,Attempted,2,2016,robbery,5467521,0,0.04,0,0.04,0,0.04
Commercial,Day,February,Completed,38,2016,robbery,5467521,0.01,0.7,0.01,0.7,0.01,0.7
Commercial,Day,March,Attempted,5,2016,robbery,5467521,0,0.09,0,0.09,0,0.09
Commercial,Day,March,Completed,46,2016,robbery,5467521,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Day,April,Attempted,5,2016,robbery,5467521,0,0.09,0,0.09,0,0.09
Commercial,Day,April,Completed,42,2016,robbery,5467521,0.01,0.77,0.01,0.77,0.01,0.77
Commercial,Day,May,Attempted,4,2016,robbery,5467521,0,0.07,0,0.07,0,0.07
Commercial,Day,May,Completed,39,2016,robbery,5467521,0.01,0.71,0.01,0.71,0.01,0.71
Commercial,Day,June,Attempted,11,2016,robbery,5467521,0,0.2,0,0.2,0,0.2
Commercial,Day,June,Completed,46,2016,robbery,5467521,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Day,July,Attempted,8,2016,robbery,5467521,0,0.15,0,0.15,0,0.15
Commercial,Day,July,Completed,46,2016,robbery,5467521,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Day,August,Attempted,4,2016,robbery,5467521,0,0.07,0,0.07,0,0.07
Commercial,Day,August,Completed,41,2016,robbery,5467521,0.01,0.75,0.01,0.75,0.01,0.75
Commercial,Day,September,Attempted,7,2016,robbery,5467521,0,0.13,0,0.13,0,0.13
Commercial,Day,September,Completed,32,2016,robbery,5467521,0.01,0.59,0.01,0.59,0.01,0.59
Commercial,Day,October,Attempted,1,2016,robbery,5467521,0,0.02,0,0.02,0,0.02
Commercial,Day,October,Completed,34,2016,robbery,5467521,0.01,0.62,0.01,0.62,0.01,0.62
Commercial,Day,November,Attempted,4,2016,robbery,5467521,0,0.07,0,0.07,0,0.07
Commercial,Day,November,Completed,46,2016,robbery,5467521,0.01,0.84,0.01,0.84,0.01,0.84
Commercial,Day,December,Attempted,6,2016,robbery,5467521,0,0.11,0,0.11,0,0.11
Commercial,Day,December,Completed,44,2016,robbery,5467521,0.01,0.8,0.01,0.8,0.01,0.8
Educational Facility,Night,January,Attempted,0,2016,robbery,5467521,,,,,,
Educational Facility,Night,January,Completed,0,2016,robbery,5467521,,,,,,
Educational Facility,Night,February,Attempted,0,2016,robbery,5467521,,,,,,
